ID    ,Processed ,SKU   ,Name                                                                            ,Categories                                                                                                                                                                                                                                                                ,Images
20552 ,          ,      ,BOWL | Horn Bowl - 18mm                                                         ,"Bongs, Bongs > Bowls"                                                                                                                                                                                                                                                    ,https://dmordersystem.com/wp-content/uploads/2021/12/ac533726-ea95-4792-a3d6-cb710a3596c5.png
20553 ,          ,      ,BOWL | Pink Flamingo Bowl - 14mm                                                ,"Bongs, Bongs > Bowls"                                                                                                                                                                                                                                                    ,"https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-Pink-Flamingo-14mm-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-Pink-Flamingo-14mm-2.jpg"
20554 ,          ,      ,BOWL | UV Unicorn Bowl- 14mm                                                    ,"Bongs, Bongs > Bowls"                                                                                                                                                                                                                                                    ,"https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-2.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-3.jpg"
20555 ,          ,      ,BOWL | UV Unicorn Bowl- 14mm (Copy)                                             ,"Bongs, Bongs > Bowls"                                                                                                                                                                                                                                                    ,"https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-2.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Bowl-UV-Unicorn-14mm-Male-3.jpg"
20557 ,          ,      ,BUNDLES | Dab Tools Bundle                                                      ,"Dab Rig, Dab Rig > Rig Accessories"                                                                                                                                                                                                                                      ,https://dmordersystem.com/wp-content/uploads/2021/12/2303a549-78e1-4696-bd2a-41f0de692983.png
20558 ,          ,      ,BUNDLES | Quartz Banger Cap with Dabber                                         ,"Dab Rig, Dab Rig > Rig Accessories"                                                                                                                                                                                                                                      ,"https://dmordersystem.com/wp-content/uploads/2022/06/Quartz-Banger-Cap-with-Dabber-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Quartz-Banger-Cap-with-Dabber-2.jpg"
20561 ,          ,      ,GLASS BONG & RIG COMBOS | Avocadope Mini                                        ,"Dab Rig, Bongs > GLASS BONG &amp; RIG COMBOS, Bongs > Glass Bongs"                                                                                                                                                                                                       ,"https://dmordersystem.com/wp-content/uploads/2022/06/Avocadope-Mini-Rig-Bong.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Avocadope-Mini-Rig-Bong-2.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Avocadope-Mini-Rig-Bong-3.jpg"
20565 ,          ,      ,"GLASS BONG & RIG COMBOS | Cobra (Blue) 6"""                                    ,"Dab Rig, Bongs > GLASS BONG &amp; RIG COMBOS, Bongs > Glass Bongs"                                                                                                                                                                                                       ,https://dmordersystem.com/wp-content/uploads/2021/12/f3f36085-263d-467d-b51f-f9fbd1a4e2a4.png
20566 ,          ,      ,"GLASS BONG & RIG COMBOS | Cobra (Green) 6"""                                   ,"Dab Rig, Bongs > GLASS BONG &amp; RIG COMBOS, Bongs > Glass Bongs"                                                                                                                                                                                                       ,https://dmordersystem.com/wp-content/uploads/2022/06/Cobra-Dab-Rig-Green.jpg
20568 ,          ,      ,"GLASS BONG & RIG COMBOS | Climbing Pandas Nano w/ Bowl 65"""                   ,"Dab Rig, Bongs > GLASS BONG &amp; RIG COMBOS, Bongs > Glass Bongs"                                                                                                                                                                                                       ,"https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-Climbing-Pandas-Nano-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-Climbing-Pandas-Nano-2.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-Climbing-Pandas-Nano-3.jpg"
20572 ,          ,      ,"DAB RIGS | Lifesaver 6"""                                                      ,Dab Rig                                                                                                                                                                                                                                                                   ,"https://dmordersystem.com/wp-content/uploads/2022/06/Dab-Rig-Lifesaver-6-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Dab-Rig-Lifesaver-6-3.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Dab-Rig-Lifesaver-6-2.jpg"
20576 ,          ,      ,RIG ACCESSORIES | Quartz Banger Male Terp Slurper - 14mm                        ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2022/06/Quartz-Banger-Male-Terp-Slurper-14mm.jpg
20580 ,          ,      ,RIG ACCESSORIES | Quartz Banger Male - 14mm                                     ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2021/12/2a47893c-bf53-44d0-9304-b287483632cc-6.png
20581 ,          ,      ,RIG ACCESSORIES | Quartz Banger Male - 18mm                                     ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2021/12/2a47893c-bf53-44d0-9304-b287483632cc-6.png
20582 ,          ,      ,CARB CAPS | Dicky Bubble                                                        ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,https://dmordersystem.com/wp-content/uploads/2021/12/19638be9-620a-4441-ab77-17ba2518ab55.png
20583 ,          ,      ,CARB CAPS | Zen Kitty Bubble                                                    ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,https://dmordersystem.com/wp-content/uploads/2021/12/68955463-d965-469a-ae80-7250996483e8.png
20584 ,          ,      ,CARB CAPS | UV UFO Martian                                                      ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,"https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-UFO-Martian-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-UFO-Martian-2.jpg"
20587 ,          ,      ,CARB CAPS | Red Mushroom Bowl                                                   ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,"https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-Red-Mushroom-Bowl-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-Red-Mushroom-Bowl-2.jpg"
20590 ,          ,      ,CARB CAPS | UV Radioactive Bomb                                                 ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,"https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-Radioactive-Bomb-1.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-Radioactive-Bomb-4.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-Radioactive-Bomb-3.jpg, https://dmordersystem.com/wp-content/uploads/2022/06/Empire-Glassworks-UV-Radioactive-Bomb-2.jpg"
20595 ,          ,      ,CARB CAPS | Glow in the Dark                                                    ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,https://dmordersystem.com/wp-content/uploads/2021/12/44e3461d-8aa3-49a3-bb7d-65231c1ef379.png
20596 ,          ,      ,CARB CAPS | Rubber Duckie                                                       ,"Dab Rig > Rig Accessories > Carb Caps, Dab Rig > Rig Accessories"                                                                                                                                                                                                        ,https://dmordersystem.com/wp-content/uploads/2021/12/3b39f514-0b36-4de3-9a1d-b4ffa1116e96-6.png
20597 ,          ,      ,NECTAR COLLECTOR | Deco Dab Straw                                               ,"Dab Rig > Rig Accessories > Nectar Collector, Dab Rig > Rig Accessories"                                                                                                                                                                                                 ,
20600 ,          ,      ,NECTAR COLLECTOR | Nectar Collector - 14mm                                      ,"Dab Rig > Rig Accessories > Nectar Collector, Dab Rig > Rig Accessories"                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2021/12/8d609b63-fb69-4f0d-bbc1-fab305d6cdca-6.png
20601 ,          ,      ,"DOWNSTEMS | Diffused Downstem - 3.5"""                                         ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2022/06/Diffused-Downstem-3-3.5-4-4.5-inch.jpg
20603 ,          ,      ,"DOWNSTEMS | Diffused Downstem - 4"""                                           ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2022/06/Diffused-Downstem-3-3.5-4-4.5-inch.jpg
20604 ,          ,      ,"DOWNSTEMS | Diffused Downstem - 4.5"""                                         ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2022/06/Diffused-Downstem-3-3.5-4-4.5-inch.jpg
20605 ,          ,      ,"DOWNSTEMS | Diffused Downstem - 3"""                                           ,Dab Rig > Rig Accessories                                                                                                                                                                                                                                                 ,https://dmordersystem.com/wp-content/uploads/2022/06/Diffused-Downstem-3-3.5-4-4.5-inch.jpg
20621 ,          ,      ,CANDY | CHEWY/GUMMY | Airheads Bites                                            ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/89081ef7-872e-4411-96e2-b0ebb85ea193.png
20622 ,          ,      ,CANDY | CHEWY/GUMMY | Airheads Bites Paradise Blends                            ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/2113416c-3bb0-4a81-b03b-ed5311a46975.png
20623 ,          ,      ,CANDY | CHEWY/GUMMY | Airheads Filled Ropes                                     ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/a5a01e1f-dbfe-4d94-af83-c3fd1e1cbfe8.png
20624 ,          ,      ,CANDY | CHEWY/GUMMY | Airheads 5 Bars                                           ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/95e1fa0a-2f3f-4b0d-ae64-2e6b03e50025.png
20625 ,          ,      ,CANDY | CHEWY/GUMMY | Arizona Arnold Palmer Fruit Snacks (2.25 oz)              ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Arizona-Arnold-Palmer-Fruit-Snacks-2.25-oz.jpg
20630 ,          ,      ,CANDY | CHEWY/GUMMY | Arizona Arnold Palmer Fruit Snacks (5 oz)                 ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Arizona-Arnold-Palmer-Fruit-Snacks-5-oz.jpg
20631 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Acai                                              ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/886ec309-7c3a-4455-ad0d-049502bfe0c2.png
20632 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Grape                                             ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/8b2ffaa5-5ed4-4a1c-8350-ed6dcda9a8c6.png
20633 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Green Apple                                       ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/0d1d0807-31cf-4f57-8d90-3309c7db9e27.png
20634 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Kiwi                                              ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/398f3f94-73f3-4660-a0e4-accb190186b2.png
20635 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Mango                                             ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/094ca2f8-b552-4035-a977-9bc0ac91765d.png
20636 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Strawberry                                        ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/5efcc22e-fbfc-4ccc-bfbc-38184180e50e.png
20637 ,          ,      ,CANDY | CHEWY/GUMMY | Hi-Chew Watermelon                                        ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/32cd1097-92ef-424d-b479-c9e9f32a7fbc.png
20638 ,          ,      ,CANDY | CHEWY/GUMMY | Airheads Xtremes Belts Rainbow Berry (V)                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/3dbe57cd-10e1-40d4-b1fb-7db6ad36632a.png
20639 ,          ,      ,CANDY | CHEWY/GUMMY | Dots (V)                                                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Dots-2.25-oz.jpeg
20642 ,          ,      ,CANDY | CHEWY/GUMMY | Laffy Taffy Laff Bites                                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Laffy-Taffy-Laff-Bites-2-oz.jpeg
20643 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles All Lime (V)                                     ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Skittles-Lime-1.76-oz.jpg
20644 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles Brightside (V)                                   ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/5c703124-56f6-49b8-964b-5d352be0db46.png
20645 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles Wild Berry (V)                                   ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/5c703124-56f6-49b8-964b-5d352be0db46.png
20646 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles Wild Berry (V)                                   ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Skittles-Wild-Berry.jpg
20647 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles Smoothies (V)                                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/2b9bd449-1045-4cd4-a0c0-df4d22d598b1.png
20648 ,          ,      ,CANDY | CHEWY/GUMMY | Swedish Fish Mini Tropical (V)                            ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Swedish-Fish-Mini-Tropical-56g.jpg
20649 ,          ,      ,CANDY | CHEWY/GUMMY | Dots Tropical (V)                                         ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Dots-Tropical.jpg
20650 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Gummi Donuts                                      ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efrutti-Mini-Donuts-1.4-oz.jpg
20652 ,          ,      ,CANDY | CHEWY/GUMMY | Jolly Rancher Chews - Original Flavors                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Jolly-Rancher-Chews-Original-Flavors-2.06-oz.png
20654 ,          ,      ,CANDY | CHEWY/GUMMY | Mike and Ike Mega Mix                                     ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Mike-and-Ike-Mega-Mix-5-oz.jpg
20658 ,          ,      ,CANDY | CHEWY/GUMMY | Mike and Ike Mega Mix Sour                                ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Mike-and-Ike-Mega-Mix-Sour-5-oz-scaled.jpeg
20659 ,          ,      ,CANDY | CHEWY/GUMMY | Mike and Ike Original Fruit                               ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Mike-and-Ike-Original-Fruits-5-oz.jpg
20661 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Rainbow Unicorns                                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/0b71211f-14b4-4e02-b62b-efa4ec68491d-1.png
20662 ,          ,      ,CANDY | CHEWY/GUMMY | Lifesaver Gummies                                         ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/a49696f1-b4ba-4cd6-bd39-4b6c40d7f85e.png
20663 ,          ,      ,CANDY | CHEWY/GUMMY | Lifesaver Gummies Collisions                              ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/27f0eeea-cb0b-4f26-9705-0e4e514b6f5f.png
20664 ,          ,      ,CANDY | CHEWY/GUMMY | Lifesavers Wild Berries                                   ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/8c68ac36-d15e-4174-a09d-a7d26f42f1f6.png
20665 ,          ,      ,CANDY | CHEWY/GUMMY | Mentos Red Fruit                                          ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Mentos-Red-Fruit.jpg
20666 ,          ,      ,CANDY | CHEWY/GUMMY | Skittles (King Size) (V)                                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Skittles-4-oz.jpg
20667 ,          ,      ,CANDY | CHEWY/GUMMY | Sour Patch Kids (King Size) (V)                           ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/a7c3bbc5-49e9-41f8-99a5-fde4a3774643.png
20670 ,          ,      ,CANDY | CHEWY/GUMMY | Swedish Fish (King Size) (V)                              ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Swedish-Fish-96g.jpg
20675 ,          ,      ,CANDY | CHEWY/GUMMY | Twizzlers (King Size) (V)                                 ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Twizzlers-5-oz.jpg
20677 ,          ,      ,CANDY | CHEWY/GUMMY | Arizona Green Tea Fruit Snacks (5 oz)                     ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Arizona-Green-Tea-Fruit-Snacks-5-oz.jpg
20678 ,          ,      ,CANDY | CHEWY/GUMMY | Arizona Mixed Fruit Snacks (5 oz)                         ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Arizona-Mixed-Fruit-Snacks-5-oz.jpg
20679 ,          ,      ,CANDY | CHEWY/GUMMY | Haribo Goldbears                                          ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/f356e077-345f-4943-aaf8-64d6ad809048.png
20681 ,          ,      ,CANDY | CHEWY/GUMMY | Haribo Goldbears                                          ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/f356e077-345f-4943-aaf8-64d6ad809048.png
20682 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Blue - Raspberry                                ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Blue-Raspberry-0.55-oz.jpg
20689 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Cherry                                          ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Cherry-0.55-oz.jpg
20690 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Grape                                           ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Grape-0.55-oz.jpg
20691 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Mystery                                         ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Mystery-0.55-oz.png
20693 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Orange                                          ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Orange-0.55-oz.jpg
20694 ,          ,      ,CANDY | CHEWY/GUMMY | Air Heads Watermelon                                      ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Air-Heads-Watermelon-0.55-oz.jpg
20695 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Sour Fruity Fries                                 ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/f8905902-4124-4233-a215-d7f1eb3e944b.png
20697 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Mini Gummy Burger                                 ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/5a1c10cc-8873-4ddf-bb41-56b3c8e2f9e2.jpg
20698 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Sour Mini Gummy Burger                            ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/74e37802-283a-44d3-8699-d415258c7f68.png
20699 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit Roll-Ups Strawberry (V)                             ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-Roll-Ups-Strawberry.jpg
20701 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit Roll-Ups Tropical Tie-Dye (V)                       ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-Roll-Ups-Tropical-Tie-Dye.jpg
20702 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutt Gummi Sea Creatures - Crab                         ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efruitt-Gummi-Sea-Creatures-Crab.jpg
20707 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutt Gummi Sea Creatures - Octopus                      ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efrutt-Gummi-Sea-Creatures-Octopus.png
20709 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Gummi Sea Creatures - Seahorse                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efruitt-Gummi-Sea-Creatures-Seahorse.jpg
20710 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Gummi Sea Creatures - Sea Turtle                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efruitt-Gummi-Sea-Creatures-Sea-Turtle.jpg
20711 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Gummi Sea Creatures - Seahorse                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/06/Efruitt-Gummi-Sea-Creatures-Seahorse.jpg
20713 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Pizza                                             ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/f31e7ecb-bff8-482d-b5ef-28800570bd6d.png
20715 ,          ,      ,CANDY | CHEWY/GUMMY | Efrutti Sour Gecko                                        ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/c5711f57-7755-47f8-8cb4-4ce3dce397fe.png
20716 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit by the Foot Berry Tie Die (V)                       ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-by-the-Foot-Berry-Tie-Die-21g.jpg
20717 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit by the Foot Berry Tie Die (V) (Copy)                ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-by-the-Foot-Berry-Tie-Die-21g.jpg
20718 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit by the Foot Berry Tie Die (V) (Copy)                ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-by-the-Foot-Berry-Tie-Die-21g.jpg
20719 ,          ,      ,CANDY | CHEWY/GUMMY | Fruit by the Foot Strawberry Tie Die (V)                  ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Fruit-by-the-Foot-Strawberry-Tie-Die-21g.jpg
20720 ,          ,      ,CANDY | CHEWY/GUMMY | Gushers (V)                                               ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/52bef087-9491-43ad-9604-424f95edcd43.png
20721 ,          ,      ,CANDY | CHEWY/GUMMY | Gushers (V) (Copy)                                        ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/52bef087-9491-43ad-9604-424f95edcd43.png
20722 ,          ,      ,CANDY | CHEWY/GUMMY | Laffy Taffy Cherry (V)                                    ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2021/12/df85baa6-a725-4216-aac7-77a7849aa901-1.png
20723 ,          ,      ,CANDY | CHEWY/GUMMY | Laffy Taffy Blue Raspberry (V)                            ,"Candy, Candy - Chewy + Gummy"                                                                                                                                                                                                                                            ,https://dmordersystem.com/wp-content/uploads/2022/05/Laffy-Taffy-Blue-Raspberry-23g.jpeg
